"","X","id","load_entry_id","file_descriptor","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_il_6m","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_il_6m","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount"
"405522",405522,3441088,-2140141508,"3c",NA,16000,16000,16000,"36 months","13.98%",546.69,"C","C3","Network Technician","5 years","RENT",48000,"Verified","May-2014","Charged Off","n",NA,"","credit_card","Credit card refinancing","891xx","NV",4.7,0,"Nov-1990",1,64,NA,9,0,5959,"39.7%",21,"w",0,0,8602.26,8602.26,4611.55,1948.73,0,2041.98,367.5564,"May-2015",546.69,"","Oct-2016",0,64,1,"Individual",NA,NA,"",0,139,9619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,NA,NA,NA,3,1374,8186,41.9,1,0,281,112,4,4,0,5,NA,4,NA,1,2,3,4,10,10,5,11,3,9,0,0,0,3,76.2,0,0,0,24660,9619,14100,9660,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"642664",642664,3206872,-2140141509,"3b",NA,28000,28000,28000,"36 months","15.31%",974.89,"C","C2","Zyquest Inc","1 year","MORTGAGE",98000,"Source Verified","Mar-2013","Fully Paid","n",NA,"","credit_card","CCConsolidation","542xx","WI",19.11,0,"Jul-2001",5,44,NA,10,0,18680,"80.5%",31,"f",0,0,35095.8231946082,35095.82,28000,7095.82,0,0,0,"Mar-2016",974.67,"","Mar-2016",0,46,1,"Individual",NA,NA,"",0,0,296446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200,NA,NA,NA,3,29645,3726,83.4,0,0,116,142,17,4,1,17,NA,2,NA,0,4,5,4,12,16,5,14,5,10,0,0,0,2,93,75,0,0,296894,153671,22400,128294,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"37496",37496,4277557,-2140141503,"2016Q4",NA,10000,10000,10000,"36 months","13.49%",339.31,"C","C2","Licensing Analyst","5 years","RENT",60000,"Source Verified","Dec-2016","Fully Paid","n",NA,"","credit_card","Credit card refinancing","954xx","CA",24.06,0,"Jan-2001",0,50,NA,14,0,19579,"58.3%",26,"w",0,0,11083.967856884,11083.97,10000,1083.97,0,0,0,"Nov-2017",7698.36,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,80745,3,NA,0,1,13,61166,124,3,3,9502,97,33600,0,1,0,4,5768,8770,68.8,0,0,175,191,2,2,0,2,50,NA,50,0,5,7,6,10,10,11,16,7,14,0,0,0,3,96,33.3,0,0,83052,80745,28100,49452,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"120478",120478,3662542,-2140141507,"3d",NA,10000,10000,10000,"36 months","12.29%",333.53,"C","C1","Senior Business analyst","10+ years","MORTGAGE",90700,"Source Verified","Sep-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","146xx","NY",11.55,2,"Feb-2003",1,3,NA,11,0,7420,"58.4%",26,"f",0,0,11156.0800000053,11156.08,10000,1156.08,0,0,0,"Oct-2016",7160.55,"","Nov-2017",0,68,1,"Individual",NA,NA,"",0,0,144194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12700,NA,NA,NA,4,13109,3454,36,0,0,130,151,6,6,2,10,NA,1,3,0,3,8,3,5,12,8,12,8,11,0,0,0,3,84.6,0,0,0,148515,64470,5400,41064,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"391923",391923,3425782,-2140141508,"3c",NA,10000,10000,10000,"36 months","12.49%",334.49,"B","B5","","3 years","OWN",40000,"Not Verified","Jun-2014","Fully Paid","n",NA,"","credit_card","Credit card refinancing","334xx","FL",28.5,0,"Aug-2008",1,NA,NA,14,0,11373,"72.4%",19,"f",0,0,12041.5659352867,12041.57,10000,2041.57,0,0,0,"Jun-2017",334.42,"","Oct-2017",0,NA,1,"Individual",NA,NA,"",0,0,30096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15700,NA,NA,NA,4,2150,1172,83.9,0,0,36,69,3,3,0,3,NA,4,NA,0,8,12,8,11,1,13,18,12,14,0,0,0,3,100,87.5,0,0,49552,30096,7300,33852,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"172557",172557,3769070,-2140141507,"3d",NA,21000,21000,21000,"36 months","5.32%",632.42,"A","A1","Finance Director","10+ years","MORTGAGE",101710,"Source Verified","Jun-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","301xx","GA",0.88,0,"Oct-2001",2,NA,NA,10,0,189,"0.2%",42,"w",0,0,21328.9,21328.9,21000,328.9,0,0,0,"Sep-2015",20070.27,"","Feb-2016",0,NA,1,"Individual",NA,NA,"",0,0,100244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101400,NA,NA,NA,8,10024,77641,0.2,0,0,164,137,7,7,6,7,NA,0,NA,0,2,3,5,20,7,9,29,3,10,0,0,0,4,100,0,0,0,204400,189,77800,0,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"30731",30731,4250875,-2140141504,"2016Q3",NA,16000,16000,16000,"36 months","12.79%",537.49,"C","C1","Account Executive","8 years","RENT",85000,"Source Verified","Jul-2016","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","927xx","CA",14.44,0,"May-2005",2,26,NA,19,0,1695,"23.9%",33,"w",0,0,7060.01,7060.01,3849.53,1543.87,0,1666.61,299.9898,"Jun-2017",537.49,"","Nov-2017",0,26,1,"Individual",NA,NA,"",0,0,81616,3,NA,6,6,4,79327,123,3,4,657,110,7100,4,4,4,11,4296,4082,15,0,0,114,134,3,3,0,15,33,3,33,16,3,6,3,4,23,7,9,6,19,0,0,0,10,51.6,33.3,0,0,74208,81616,4800,64448,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"141932",141932,3708293,-2140141507,"3d",NA,27600,27600,27600,"60 months","14.65%",651.55,"C","C5","Teacher","10+ years","MORTGAGE",125000,"Not Verified","Jul-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","604xx","IL",8.36,2,"Aug-2001",0,8,NA,11,0,15556,"68.4%",35,"w",0,0,33357.5253456783,33357.53,27600,5757.53,0,0,0,"Jul-2017",903.1,"","Nov-2017",0,9,1,"Individual",NA,NA,"",0,0,284424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22745,NA,NA,NA,3,25857,2710,79.9,0,0,167,156,17,17,3,17,9,3,8,0,3,6,4,5,22,8,10,6,11,0,0,1,0,94.3,75,0,0,308402,28858,13500,25557,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"438796",438796,3478174,-2140141508,"3c",NA,2400,2400,2400,"36 months","17.57%",86.25,"D","D2","Bus driver","3 years","MORTGAGE",26000,"Source Verified","Mar-2014","Fully Paid","n",NA,"","other","Other","481xx","MI",25.21,5,"Sep-1982",0,5,NA,12,0,30059,"92.8%",26,"w",0,0,2959.25,2959.25,2400,559.25,0,0,0,"Nov-2015",1320.5,"","Nov-2017",0,10,1,"Individual",NA,NA,"",0,0,220857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32400,NA,NA,NA,1,24540,259,94.2,0,0,90,378,21,21,2,62,38,9,21,5,1,4,1,9,3,9,21,4,12,0,0,1,0,65.4,100,0,0,266354,48598,4500,31954,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"562871",562871,3121711,-2140141509,"3b",NA,10625,10625,10625,"36 months","18.55%",387.06,"D","D2","telephone operator","6 years","RENT",40000,"Source Verified","Oct-2013","Fully Paid","n",NA,"","other","A New beginning in life","114xx","NY",24.06,0,"Oct-2004",0,70,NA,6,0,7381,"71%",14,"f",0,0,13327.8600018902,13327.86,10625,2702.86,0,0,0,"Aug-2015",5586.75,"","Aug-2015",0,70,1,"Individual",NA,NA,"",0,0,30226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10400,NA,NA,NA,2,5038,348,95.4,0,0,108,95,4,4,0,4,NA,NA,70,1,3,4,3,3,7,4,7,4,6,0,0,0,2,92.9,100,0,0,41878,30226,7600,31478,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"580059",580059,3140350,-2140141509,"3b",NA,15000,15000,15000,"36 months","11.55%",495,"B","B3","Starlight Community center","10+ years","RENT",50000,"Not Verified","Sep-2013","Fully Paid","n",NA,"Borrower added on 09/07/13 > Consolidate credit cards<br>","debt_consolidation","Consolidation","951xx","CA",10.78,0,"Apr-1987",1,NA,NA,5,0,11057,"66.9%",20,"f",0,0,17107.1900115238,17107.19,15000,2107.19,0,0,0,"Mar-2015",8695.15,"","Mar-2017",0,NA,1,"Individual",NA,NA,"",0,0,16179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16525,NA,NA,NA,1,3236,4825,68.9,0,0,134,321,8,8,0,8,NA,0,NA,0,3,4,3,8,7,4,13,4,5,0,0,0,1,100,66.7,0,0,26525,16179,15525,10000,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"157797",157797,3740110,-2140141507,"3d",NA,11000,11000,11000,"36 months","8.18%",345.62,"B","B1","Teller","2 years","OWN",32000,"Source Verified","Jul-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","074xx","NJ",26.06,0,"Oct-2005",0,29,NA,12,0,7840,"46.7%",21,"f",0,0,11948.9500026569,11948.95,11000,948.95,0,0,0,"Oct-2016",7092.66,"","Nov-2017",0,29,1,"Individual",NA,NA,"",0,0,33743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16800,NA,NA,NA,7,3068,7079,52.2,0,0,115,116,7,6,0,7,29,11,29,1,4,5,5,8,8,8,13,5,12,0,0,0,2,95.2,20,0,0,58562,33743,14800,41762,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"584151",584151,3144781,-2140141509,"3b",NA,10400,10400,10400,"36 months","15.88%",365.02,"C","C4","Lester T. Reese, M. D.","7 years","MORTGAGE",41000,"Not Verified","Sep-2013","Fully Paid","n",NA,"","debt_consolidation","Debt Consolidation","633xx","MO",18.76,0,"Mar-1984",1,26,NA,9,0,4988,"59.4%",20,"f",0,0,13092.7800021536,13092.78,10400,2692.78,0,0,0,"Apr-2016",2142.18,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,50,28165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8400,NA,NA,NA,3,3521,1021,79.2,0,0,89,359,8,8,0,31,NA,1,72,0,2,4,3,10,3,8,17,4,8,0,0,0,3,81,66.7,0,0,34609,28165,4900,26209,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"200369",200369,3820646,-2140141507,"3d",NA,21000,21000,21000,"60 months","9.17%",437.67,"B","B2","Ultrasound Tech","4 years","RENT",175000,"Verified","Apr-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","945xx","CA",15.35,0,"Jun-1999",0,NA,NA,18,0,17268,"58.9%",39,"w",0,0,23333.76,23333.76,21000,2333.76,0,0,0,"Oct-2016",10853.8,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,94597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29300,NA,NA,NA,4,5255,5432,76.1,0,0,133,190,34,8,0,43,NA,0,NA,0,4,4,5,10,26,7,13,4,18,0,0,0,1,100,60,0,0,135663,94597,22700,106363,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"657187",657187,3221946,-2140141509,"3b",NA,16000,16000,16000,"36 months","19.05%",586.91,"D","D4","Landmark Equipment","10+ years","RENT",50000,"Not Verified","Jan-2013","Fully Paid","n",NA,"Borrower added on 01/08/13 > I am paying off all credit card debt and dr bills!!! I am going to be debt free in 3 years!!!!!<br>","debt_consolidation","Debt consolidation","970xx","OR",25.89,0,"Nov-1995",2,NA,NA,12,0,15319,"68.3%",24,"f",0,0,21128.3215111857,21128.32,16000,5128.32,0,0,0,"Jan-2016",586.47,"","May-2016",0,NA,1,"Individual",NA,NA,"",0,0,35067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22443,NA,NA,NA,6,2922,1747,81.9,0,0,209,207,1,1,0,1,NA,1,NA,0,6,9,6,9,7,10,15,9,12,0,0,0,3,100,66.7,0,0,49203,35067,9643,20017,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"564785",564785,3123809,-2140141509,"3b",NA,5000,5000,5000,"36 months","17.10%",178.52,"C","C5","Correctional Deputy 1","< 1 year","RENT",36000,"Verified","Oct-2013","Fully Paid","n",NA,"","credit_card","Taking Control","922xx","CA",34.57,0,"Sep-2009",4,NA,NA,4,0,3293,"48.4%",9,"w",0,0,5800.561856903,5800.56,5000,800.56,0,0,0,"Nov-2014",3658.32,"","Feb-2017",0,NA,1,"Individual",NA,NA,"",0,0,42173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6800,NA,NA,NA,5,10543,3515,29.7,0,0,31,50,6,6,0,6,NA,0,NA,0,1,2,1,2,3,2,6,2,4,0,0,0,2,100,0,0,0,52936,42173,5000,46136,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"673982",673982,3239139,-2140141509,"3b",NA,1200,1200,1200,"36 months","15.31%",41.79,"C","C2","","n/a","MORTGAGE",34000,"Not Verified","Oct-2012","Fully Paid","n",NA,"Borrower added on 10/16/12 > furnace repair<br>","home_improvement","home","492xx","MI",20.44,0,"Jan-1992",2,NA,NA,8,0,8818,"84.8%",18,"f",0,0,1492.6070361155,1492.61,1200,292.61,0,0,0,"Sep-2015",32.18,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,225,128099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10400,NA,NA,NA,1,18300,79,98.6,0,0,104,218,31,13,3,65,NA,0,NA,0,1,4,2,3,7,5,8,4,8,0,0,0,0,100,100,0,0,145625,24527,5600,22825,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"623829",623829,3187061,-2140141509,"3b",NA,35000,35000,35000,"60 months","22.95%",985.67,"F","F1","Naval Medical Center Portsmouth","8 years","MORTGAGE",90844,"Verified","May-2013","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","234xx","VA",16.99,0,"Feb-1994",1,71,NA,12,0,29334,"96.5%",28,"f",0,0,55932.1499874415,55932.15,35000,20932.15,0,0,0,"Oct-2016",17467.02,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,298168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30400,NA,NA,NA,3,29817,426,97.6,0,0,211,234,10,7,8,15,71,0,71,0,6,9,6,10,2,11,18,9,12,0,0,0,2,96,83.3,0,0,301137,29334,17900,0,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"293502",293502,3313028,-2140141508,"3c",NA,10800,10800,10800,"60 months","20.20%",287.34,"E","E3","Customer serviCe","7 years","MORTGAGE",40000,"Not Verified","Oct-2014","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","980xx","WA",14.52,0,"Apr-2000",0,NA,NA,10,0,17522,"71.5%",18,"f",0,0,13014.2,13014.2,10800,2214.2,0,0,0,"Dec-2015",9578.24,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,220977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24500,NA,NA,NA,2,22098,1870,86.2,0,0,174,166,13,13,5,13,NA,NA,NA,0,4,8,5,6,1,9,12,8,10,0,0,0,0,100,80,0,0,235100,17522,13600,0,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"718690",718690,4071983,-2140141505,"2016Q2",NA,20000,20000,20000,"36 months","8.99%",635.91,"B","B1","Area HR Manager","8 years","MORTGAGE",105000,"Verified","Jun-2016","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","451xx","OH",7.25,2,"Apr-2003",1,10,18,14,1,15117,"52.9%",42,"f",0,0,21635.425043891,21635.43,20000,1635.43,0,0,0,"Jun-2017",14650.41,"","Nov-2017",0,14,1,"Individual",NA,NA,"",0,0,188263,2,NA,0,0,45,5991,44,2,6,8771,50,28600,1,1,2,6,17115,6487,69.1,0,0,141,158,1,1,6,5,29,1,10,7,3,5,4,20,4,11,32,5,13,0,0,1,2,81,33.3,0,0,223996,21108,21000,13655,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"96689",96689,3609768,-2140141507,"3d",NA,15100,15100,14975,"60 months","23.99%",434.31,"F","F3","Teacher","7 years","MORTGAGE",42000,"Verified","Oct-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","334xx","FL",36.8,0,"Jun-2002",0,49,NA,8,0,22007,"94%",49,"w",0,0,6060.22,6010.05,2115.4,3944.82,0,0,0,"Dec-2016",434.31,"","Nov-2017",1,NA,1,"Individual",NA,NA,"",0,147,268214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23400,NA,NA,NA,4,33527,1083,93.6,0,0,145,160,39,5,1,39,49,NA,49,0,2,3,2,5,40,3,7,3,8,0,0,0,2,97.9,100,0,0,282408,192734,17000,173584,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"317598",317598,3341173,-2140141508,"3c",NA,11050,11050,11050,"36 months","10.15%",357.34,"B","B2","HRIS Analyst","4 years","RENT",69000,"Source Verified","Oct-2014","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","920xx","CA",20.43,0,"Sep-1987",0,NA,NA,6,0,7984,"63.4%",23,"w",0,0,12008.73,12008.73,11050,958.73,0,0,0,"Sep-2015",8435.33,"","Sep-2015",0,NA,1,"Individual",NA,NA,"",0,0,29986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12600,NA,NA,NA,3,4998,251,90,0,0,132,324,12,12,0,115,NA,12,NA,0,1,4,1,6,10,4,13,4,6,0,0,0,1,100,100,0,0,38675,29986,2500,26075,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"126759",126759,3676028,-2140141507,"3d",NA,6550,6550,6550,"36 months","12.29%",218.47,"C","C1","Manager","< 1 year","MORTGAGE",78000,"Not Verified","Aug-2015","Charged Off","n",NA,"","other","Other","914xx","CA",15.49,0,"Jun-2004",0,NA,89,13,1,8202,"37.6%",19,"w",0,0,4376.39,4376.39,2975.66,947.86,0,452.87,81.5166,"Mar-2017",218.47,"","Aug-2017",0,NA,1,"Individual",NA,NA,"",0,0,609856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21800,NA,NA,NA,3,50821,12148,38,0,0,133,134,39,3,1,39,NA,6,NA,0,5,6,6,7,10,7,8,6,13,0,0,0,3,100,16.7,1,0,632928,38114,19600,36724,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"170655",170655,3765409,-2140141507,"3d",NA,28000,28000,28000,"60 months","10.99%",608.65,"B","B4","Director of Engineering","10+ years","MORTGAGE",2e+05,"Source Verified","Jun-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","019xx","MA",21.24,0,"Jun-1988",0,NA,NA,17,0,40970,"68.5%",27,"w",0,0,33342.9650974422,33342.97,28000,5342.97,0,0,0,"Jul-2017",18769.56,"","Jul-2017",0,NA,1,"Individual",NA,NA,"",0,0,338330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59800,NA,NA,NA,3,19902,6830,85.7,0,0,161,324,27,9,1,35,NA,10,NA,0,7,7,8,14,7,11,18,7,17,0,0,0,2,100,62.5,0,0,404751,144258,47800,125640,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"689855",689855,3255019,-2140141509,"3b",NA,20000,20000,20000,"36 months","7.90%",625.81,"A","A4","Centura Health Care- St Anthony Hospital","10+ years","OWN",109000,"Not Verified","Aug-2012","Fully Paid","n",NA,"Borrower added on 07/18/12 > I have been paying down all of my credit debt. This is my last card. I make 2 payments each month but the interest is 21%, so one of my monthly payments goes just to the interest. This will allow me to reach my goal of going to cash only financing.<br><br>  Borrower added on 07/30/12 > Please help me from being a slave. to visa. This is my last credit card I have been paying them down unfortunately I have 21percent interest. The interest rate is not due to bad credit rather failure to shop for credit card rates not shoes. No more shoes no more debt. Will you help me?<br>","credit_card","Money Saved is Money to be Reinvested","802xx","CO",19.71,0,"Nov-1994",2,58,NA,14,0,19231,"34.7%",45,"f",0,0,22528.9608531509,22528.96,20000,2528.96,0,0,0,"Aug-2015",628.17,"","Aug-2015",0,NA,1,"Individual",NA,NA,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,29069,39.8,0,0,NA,NA,NA,NA,0,5,NA,0,58,NA,NA,NA,5,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,0,0,0,NA,202623,48300,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"579814",579814,3140089,-2140141509,"3b",NA,30000,30000,30000,"60 months","23.50%",854.36,"F","F1","Lawrence Livermore National Laboratory","10+ years","MORTGAGE",80000,"Source Verified","Sep-2013","Fully Paid","n",NA,"","debt_consolidation","Consolidation Loan","945xx","CA",11.9,0,"Jul-1995",0,73,NA,11,0,10962,"88.4%",31,"w",0,0,33999.1008292077,33999.1,30000,3999.1,0,0,0,"Apr-2014",28874.44,"","Apr-2014",0,73,1,"Individual",NA,NA,"",0,0,270948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12400,NA,NA,NA,3,27095,0,101.4,0,0,173,221,12,8,2,33,73,8,73,1,2,5,2,9,11,8,18,5,11,0,0,0,2,90,100,0,0,278534,24534,4000,18500,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"563274",563274,3122160,-2140141509,"3b",NA,8000,8000,8000,"36 months","11.99%",265.68,"B","B3","Chef","3 years","MORTGAGE",27000,"Verified","Oct-2013","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","480xx","MI",34.31,0,"Jul-1998",0,NA,NA,6,0,11331,"67%",13,"w",0,0,6907.68,6907.68,5483.7,1423.98,0,0,0,"Jan-2016",265.68,"","Jan-2016",0,NA,1,"Individual",NA,NA,"",0,0,23287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16900,NA,NA,NA,2,4657,4470,71.5,0,0,20,186,10,10,0,30,NA,10,NA,0,3,4,3,8,1,5,12,4,6,0,0,0,1,100,66.7,0,0,32044,23287,15700,15144,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"679848",679848,3245010,-2140141509,"3b",NA,9250,9250,9250,"36 months","14.09%",316.55,"B","B5","World Travel Holdings","2 years","RENT",65000,"Not Verified","Sep-2012","Fully Paid","n",NA,"Borrower added on 09/17/12 > I have a few things with high interest rates to pay off-this loan will allow me to pay off faster and become debt free.<br>","debt_consolidation","Debt Consolidation","926xx","CA",16.02,0,"Feb-1994",0,NA,NA,12,0,32171,"80.8%",28,"f",0,0,11395.6916087754,11395.69,9250,2145.69,0,0,0,"Sep-2015",322.58,"","Nov-2016",0,NA,1,"Individual",NA,NA,"",0,0,40217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39800,NA,NA,NA,7,4022,3798,89.3,0,0,211,226,2,2,0,2,NA,14,NA,0,5,8,5,14,7,11,21,8,12,0,0,0,5,100,80,0,0,49400,40217,35600,9600,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
